UDI,Product ID,Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Target,Failure Type,Health_Class,Power_W,Temp_Delta,Wear_Torque,Type_encoded
732,M15591,M,297.3,308.6,1431,53.0,160,0,No Failure,Normal,7942.260387540356,11.300000000000011,8480.0,2
733,L47912,L,297.2,308.6,1924,22.1,163,0,No Failure,Normal,4452.725875589982,11.400000000000034,3602.3,1
734,M15593,M,297.1,308.4,1421,42.0,165,0,No Failure,Normal,6249.884425051535,11.299999999999956,6930.0,2
735,H30148,H,297.0,308.4,1305,54.6,168,0,No Failure,Normal,7461.596711541118,11.399999999999975,9172.8,0
736,L47915,L,296.9,308.4,1557,32.4,173,0,No Failure,Normal,5282.776542570452,11.5,5605.2,1
737,L47916,L,296.9,308.3,1555,38.2,175,0,No Failure,Normal,6220.45817386291,11.400000000000034,6685.000000000001,1
738,H30151,H,296.9,308.3,1474,39.2,177,0,No Failure,Normal,6050.791226618038,11.400000000000034,6938.400000000001,0
739,L47918,L,296.8,308.3,1506,45.9,182,0,No Failure,Normal,7238.79496054853,11.5,8353.8,1
740,L47919,L,296.9,308.4,1390,41.8,184,0,No Failure,Normal,6084.427211962471,11.5,7691.2,1
741,M15600,M,296.9,308.4,1450,46.9,186,0,No Failure,Normal,7121.466946912462,11.5,8723.4,2
742,L47921,L,296.9,308.3,1513,38.8,189,0,No Failure,Normal,6147.510392446554,11.400000000000034,7333.2,1
743,L47922,L,296.8,308.2,1643,34.7,191,0,No Failure,Normal,5970.293150857556,11.399999999999975,6627.700000000001,1
744,L47923,L,296.8,308.2,1361,53.8,193,0,No Failure,Normal,7667.768965420704,11.399999999999975,10383.4,1
745,L47924,L,296.7,308.1,1450,40.9,195,0,No Failure,Normal,6210.405077371423,11.400000000000034,7975.5,1
746,L47925,L,296.7,308.0,1451,50.7,197,0,No Failure,Normal,7703.7820892063555,11.300000000000011,9987.9,1
747,L47926,L,296.8,308.1,1289,62.0,199,1,Overstrain Failure,Critical,8368.99338965297,11.300000000000011,12338.0,1
748,L47927,L,296.8,308.1,1356,48.3,201,0,No Failure,Normal,6858.599417611093,11.300000000000011,9708.3,1
749,H30162,H,296.7,308.1,1528,46.3,203,0,No Failure,Normal,7408.545683597497,11.400000000000034,9398.9,0
750,L47929,L,296.6,308.0,1978,22.3,208,0,No Failure,Normal,4619.125566475121,11.399999999999975,4638.400000000001,1
751,L47930,L,296.7,308.0,1535,36.8,210,0,No Failure,Normal,5915.40952719934,11.300000000000011,7727.999999999999,1
752,M15611,M,296.8,308.1,1843,24.2,212,0,No Failure,Normal,4670.563910189897,11.300000000000011,5130.4,2
753,L47932,L,296.9,308.1,1422,48.7,215,0,No Failure,Normal,7251.989649693607,11.200000000000044,10470.5,1
754,L47933,L,296.8,308.0,1536,40.4,217,0,No Failure,Normal,6498.321572097415,11.199999999999989,8766.8,1
755,M15614,M,296.9,308.1,1483,44.3,219,0,No Failure,Normal,6879.763280120776,11.200000000000044,9701.7,2
756,H30169,H,296.8,308.1,1492,43.7,222,0,No Failure,Normal,6827.769921703865,11.300000000000011,9701.4,0
757,L47936,L,296.8,308.0,1584,40.4,227,0,No Failure,Normal,6701.39412122546,11.199999999999989,9170.8,1
758,L47937,L,296.9,308.1,1555,33.7,229,0,No Failure,Normal,5487.681687413091,11.200000000000044,7717.300000000001,1
759,L47938,L,296.8,308.0,1497,41.7,231,0,No Failure,Normal,6537.12024136925,11.199999999999989,9632.7,1
760,M15619,M,296.7,307.8,1537,36.3,233,0,No Failure,Normal,5842.6397693666895,11.100000000000025,8457.9,2
761,L47940,L,296.7,307.8,1505,39.4,236,0,No Failure,Normal,6209.567319330465,11.100000000000025,9298.4,1
762,L47941,L,296.7,307.8,1646,34.6,238,0,No Failure,Normal,5963.957605672816,11.100000000000025,8234.800000000001,1
763,M15622,M,296.7,307.8,1286,60.5,0,0,No Failure,Normal,8147.511107574889,11.100000000000025,0.0,2
764,L47943,L,296.7,307.8,1400,47.5,3,0,No Failure,Normal,6963.863715457374,11.100000000000025,142.5,1
765,L47944,L,296.8,307.9,1337,56.5,5,0,No Failure,Normal,7910.582661616659,11.099999999999966,282.5,1
766,L47945,L,296.9,308.0,1332,53.9,7,0,No Failure,Normal,7518.333874864949,11.100000000000025,377.3,1
767,L47946,L,296.8,308.0,1561,38.3,9,0,No Failure,Normal,6260.806695510515,11.199999999999989,344.7,1
768,L47947,L,296.9,308.0,1546,31.1,11,0,No Failure,Normal,5034.988658006314,11.100000000000025,342.1,1
769,L47948,L,296.9,308.0,1713,29.3,13,0,No Failure,Normal,5255.9787572353325,11.100000000000025,380.9,1
770,L47949,L,296.9,308.0,1343,44.5,15,0,No Failure,Normal,6258.419085093787,11.100000000000025,667.5,1
771,L47950,L,296.8,308.0,1391,54.4,17,0,No Failure,Normal,7924.185757806703,11.199999999999989,924.8,1
772,H30185,H,296.8,308.0,1311,58.6,19,0,No Failure,Normal,8045.053299165815,11.199999999999989,1113.4,0
773,H30186,H,296.8,308.0,1453,51.0,24,0,No Failure,Normal,7760.048013632148,11.199999999999989,1224.0,0
774,L47953,L,296.8,308.0,1510,39.4,29,0,No Failure,Normal,6230.197111089038,11.199999999999989,1142.6,1
775,L47954,L,296.8,307.9,1448,48.8,31,0,No Failure,Normal,7399.749224167446,11.099999999999966,1512.8,1
776,L47955,L,296.7,307.8,1453,46.0,33,0,No Failure,Normal,6999.258992687819,11.100000000000025,1518.0,1
777,L47956,L,296.7,307.8,1468,39.2,35,0,No Failure,Normal,6026.161140213894,11.100000000000025,1372.0,1
778,L47957,L,296.7,307.8,1382,47.5,37,0,No Failure,Normal,6874.328324830066,11.100000000000025,1757.5,1
779,L47958,L,296.7,308.0,1580,32.2,39,0,No Failure,Normal,5327.722261467811,11.300000000000011,1255.8000000000002,1
780,L47959,L,296.8,308.0,1666,29.8,41,0,No Failure,Normal,5199.000738474725,11.199999999999989,1221.8,1
781,M15640,M,296.9,308.0,1409,50.7,43,0,No Failure,Normal,7480.791842654551,11.100000000000025,2180.1,2
782,L47961,L,296.8,308.0,1675,29.7,46,0,No Failure,Normal,5209.546017815274,11.199999999999989,1366.2,1
783,L47962,L,296.8,307.9,1698,30.8,48,0,No Failure,Normal,5476.675641150015,11.099999999999966,1478.4,1
784,H30197,H,296.7,307.9,1579,33.4,50,0,No Failure,Normal,5522.773277353688,11.199999999999989,1670.0,0
785,L47964,L,296.7,307.9,1743,27.9,55,0,No Failure,Normal,5092.490275542518,11.199999999999989,1534.5,1
786,M15645,M,296.9,308.0,1497,44.8,57,0,No Failure,Normal,7023.093208953053,11.100000000000025,2553.6,2
787,L47966,L,296.9,308.1,1741,28.8,60,0,No Failure,Normal,5250.732297503838,11.200000000000044,1728.0,1
788,L47967,L,296.9,308.1,1435,45.3,62,0,No Failure,Normal,6807.360041431044,11.200000000000044,2808.6,1
789,M15648,M,296.9,308.1,1440,46.3,64,0,No Failure,Normal,6981.875513337956,11.200000000000044,2963.2,2
790,M15649,M,296.9,308.0,1641,33.3,67,0,No Failure,Normal,5722.442434440343,11.100000000000025,2231.1,2
791,L47970,L,296.8,307.9,1420,45.4,70,0,No Failure,Normal,6751.073173054226,11.099999999999966,3178.0,1
792,L47971,L,296.8,307.9,1611,35.4,72,0,No Failure,Normal,5972.104802621125,11.099999999999966,2548.8,1
793,L47972,L,296.8,307.8,1373,42.9,74,0,No Failure,Normal,6168.171600131664,11.0,3174.6,1
794,M15653,M,296.8,307.9,1683,31.8,76,0,No Failure,Normal,5604.538462151119,11.099999999999966,2416.8,2
795,H30208,H,296.9,307.9,1547,32.6,79,0,No Failure,Normal,5281.247634145706,11.0,2575.4,0
796,L47975,L,296.9,307.8,1605,37.0,84,0,No Failure,Normal,6218.782657780996,10.900000000000034,3108.0,1
797,M15656,M,296.9,307.9,2010,18.9,86,0,No Failure,Normal,3978.198777240754,11.0,1625.4,2
798,L47977,L,296.8,307.7,1565,40.1,89,0,No Failure,Normal,6571.845312166928,10.899999999999975,3568.9,1
799,M15658,M,296.9,307.8,1828,24.6,91,0,No Failure,Normal,4709.121724024956,10.900000000000034,2238.6,2
800,M15659,M,297.0,307.8,1579,34.1,94,0,No Failure,Normal,5638.5200226874485,10.800000000000011,3205.4,2
801,M15660,M,297.0,307.9,1882,24.2,97,0,No Failure,Normal,4769.3984150718325,10.899999999999975,2347.4,2
802,L47981,L,296.9,307.8,1285,52.1,100,0,No Failure,Normal,7010.830525628542,10.900000000000034,5210.0,1
803,L47982,L,296.9,307.8,1571,35.0,102,0,No Failure,Normal,5758.015735254492,10.900000000000034,3570.0,1
804,H30217,H,296.9,307.8,1549,37.8,104,0,No Failure,Normal,6131.572045717342,10.900000000000034,3931.2,0
805,M15664,M,296.9,307.8,1544,37.6,109,0,No Failure,Normal,6079.442551618777,10.900000000000034,4098.400000000001,2
806,M15665,M,297.0,307.9,1412,47.4,112,0,No Failure,Normal,7008.767546452685,10.899999999999975,5308.8,2
807,M15666,M,297.0,307.9,1422,53.0,115,0,No Failure,Normal,7892.309064348277,10.899999999999975,6095.0,2
808,L47987,L,297.0,307.7,1867,22.8,118,0,No Failure,Normal,4457.668648031629,10.699999999999989,2690.4,1
809,L47988,L,296.9,307.7,1424,43.3,120,0,No Failure,Normal,6456.936324874126,10.800000000000011,5196.0,1
810,L47989,L,296.9,307.6,1452,45.7,122,0,No Failure,Normal,6948.825958622193,10.700000000000044,5575.400000000001,1
811,L47990,L,296.9,307.7,1550,39.7,124,0,No Failure,Normal,6443.930131288264,10.800000000000011,4922.8,1
812,L47991,L,296.8,307.6,1588,37.6,126,0,No Failure,Normal,6252.690914488741,10.800000000000011,4737.6,1
813,L47992,L,296.8,307.6,1338,44.4,128,0,No Failure,Normal,6221.107436344652,10.800000000000011,5683.2,1
814,L47993,L,296.8,307.6,1513,40.0,130,0,No Failure,Normal,6337.639579841809,10.800000000000011,5200.0,1
815,M15674,M,296.8,307.5,1470,45.9,132,0,No Failure,Normal,7065.756037188804,10.699999999999989,6058.8,2
816,M15675,M,296.8,307.5,1516,36.7,135,0,No Failure,Normal,5826.313959543535,10.699999999999989,4954.5,2
817,L47996,L,296.8,307.6,1434,48.3,138,0,No Failure,Normal,7253.120623048899,10.800000000000011,6665.4,1
818,L47997,L,296.8,307.6,1368,52.0,140,0,No Failure,Normal,7449.344500192117,10.800000000000011,7280.0,1
819,L47998,L,296.8,307.6,1304,48.7,142,0,No Failure,Normal,6650.20710492297,10.800000000000011,6915.400000000001,1
820,L47999,L,296.8,307.6,1398,46.7,144,0,No Failure,Normal,6836.79676459518,10.800000000000011,6724.8,1
821,L48000,L,296.7,307.6,1516,37.4,146,0,No Failure,Normal,5937.442563676517,10.900000000000034,5460.4,1
822,L48001,L,296.7,307.6,1474,41.7,148,0,No Failure,Normal,6436.683524233985,10.900000000000034,6171.6,1
823,M15682,M,296.7,307.6,1547,34.7,150,0,No Failure,Normal,5621.450702602945,10.900000000000034,5205.0,2
824,M15683,M,296.6,307.5,1482,39.9,153,0,No Failure,Normal,6192.267615784698,10.899999999999975,6104.7,2
825,L48004,L,296.6,307.4,1436,42.8,156,0,No Failure,Normal,6436.159925458384,10.799999999999956,6676.799999999999,1
826,L48005,L,296.6,307.3,1474,40.0,158,0,No Failure,Normal,6174.276761855141,10.699999999999989,6320.0,1
827,L48006,L,296.5,307.2,1481,38.2,160,0,No Failure,Normal,5924.436370090656,10.699999999999989,6112.0,1
828,L48007,L,296.5,307.3,1501,42.1,162,0,No Failure,Normal,6617.461237497052,10.800000000000011,6820.2,1
829,L48008,L,296.5,307.3,1566,37.2,164,0,No Failure,Normal,6100.4702784468045,10.800000000000011,6100.8,1
830,L48009,L,296.5,307.3,1579,34.5,166,0,No Failure,Normal,5704.661020021025,10.800000000000011,5727.0,1
831,L48010,L,296.6,307.4,1631,35.0,168,0,No Failure,Normal,5977.927221005778,10.799999999999956,5880.0,1
832,M15691,M,296.6,307.4,1544,42.3,170,0,No Failure,Normal,6839.372870571123,10.799999999999956,7190.999999999999,2
833,L48012,L,296.6,307.4,1521,38.6,173,0,No Failure,Normal,6148.159654928297,10.799999999999956,6677.8,1
834,L48013,L,296.6,307.4,1616,28.0,175,0,No Failure,Normal,4738.359479654365,10.799999999999956,4900.0,1
835,H30248,H,296.6,307.4,1333,50.2,177,0,No Failure,Normal,7007.489965440226,10.799999999999956,8885.4,0
836,M15695,M,296.7,307.4,1533,32.5,182,0,No Failure,Normal,5217.399999449249,10.699999999999989,5915.0,2
837,L48016,L,296.6,307.4,1368,45.1,185,0,No Failure,Normal,6460.8737876666255,10.799999999999956,8343.5,1
838,L48017,L,296.6,307.4,1465,47.8,187,0,No Failure,Normal,7333.210291764414,10.799999999999956,8938.6,1
839,H30252,H,296.6,307.4,1406,41.5,189,0,No Failure,Normal,6110.292991477028,10.799999999999956,7843.5,0
840,M15699,M,296.5,307.4,1565,43.5,194,0,No Failure,Normal,7129.059129158637,10.899999999999975,8439.0,2
841,L48020,L,296.6,307.5,1582,37.9,197,0,No Failure,Normal,6278.766133513536,10.899999999999975,7466.299999999999,1
842,L48021,L,296.6,307.5,1439,45.5,199,0,No Failure,Normal,6856.473606582164,10.899999999999975,9054.5,1
843,M15702,M,296.6,307.5,1566,35.0,201,0,No Failure,Normal,5739.689778108553,10.899999999999975,7035.0,2
844,L48023,L,296.6,307.5,1485,42.7,204,0,No Failure,Normal,6640.227312260068,10.899999999999975,8710.800000000001,1
845,L48024,L,296.5,307.5,1566,35.1,206,0,No Failure,Normal,5756.088891760291,11.0,7230.6,1
846,L48025,L,296.3,307.3,1439,41.5,208,0,No Failure,Normal,6253.706696113401,11.0,8632.0,1
847,M15706,M,296.4,307.4,1416,50.0,210,0,No Failure,Normal,7414.158662471912,11.0,10500.0,2
848,L48027,L,296.4,307.4,2833,5.6,213,1,Power Failure,Early Warning,1661.357971022378,11.0,1192.8,1
849,L48028,L,296.3,307.4,1465,47.1,215,0,No Failure,Normal,7225.820182889204,11.099999999999966,10126.5,1
850,H30263,H,296.4,307.4,1586,35.5,0,0,No Failure,Normal,5896.036372502204,11.0,0.0,0
851,L48030,L,296.3,307.3,1567,31.4,5,0,No Failure,Normal,5152.609886956716,11.0,157.0,1
852,M15711,M,296.2,307.2,1389,48.6,7,0,No Failure,Normal,7069.148957254681,11.0,340.2,2
853,M15712,M,296.3,307.3,1368,49.5,10,0,No Failure,Normal,7091.202937682881,11.0,495.0,2
854,L48033,L,296.3,307.3,1444,49.0,13,0,No Failure,Normal,7409.550993246647,11.0,637.0,1
855,M15714,M,296.3,307.3,1498,41.6,15,0,No Failure,Normal,6525.800035840814,11.0,624.0,2
856,L48035,L,296.1,307.2,1615,30.8,18,0,No Failure,Normal,5208.970059162117,11.099999999999966,554.4,1
857,L48036,L,296.1,307.1,1898,22.7,20,0,No Failure,Normal,4511.808761428492,11.0,454.0,1
858,M15717,M,296.1,307.1,1350,53.3,22,0,No Failure,Normal,7535.109979635119,11.0,1172.6,2
859,M15718,M,296.2,307.0,1516,37.6,25,0,No Failure,Normal,5969.193593428799,10.800000000000011,940.0,2
860,H30273,H,296.2,307.0,1542,40.6,28,0,No Failure,Normal,6556.001213217324,10.800000000000011,1136.8,0
861,H30274,H,296.1,306.9,1541,32.6,33,0,No Failure,Normal,5260.7644500443,10.799999999999956,1075.8,0
862,M15721,M,296.1,306.9,1951,23.3,38,0,No Failure,Normal,4760.382044156029,10.799999999999956,885.4,2
863,H30276,H,296.1,306.8,1645,31.0,41,0,No Failure,Normal,5340.183912327049,10.699999999999989,1271.0,0
864,L48043,L,296.0,306.7,1416,44.2,46,0,No Failure,Normal,6554.116257625171,10.699999999999989,2033.2,1
865,M15724,M,296.0,306.7,2044,22.3,48,0,No Failure,Normal,4773.252102060235,10.699999999999989,1070.4,2
866,L48045,L,295.9,306.6,1414,50.2,51,0,No Failure,Normal,7433.301433707786,10.700000000000044,2560.2000000000003,1
867,L48046,L,295.9,306.6,1678,26.7,53,0,No Failure,Normal,4691.717300724068,10.700000000000044,1415.1,1
868,H30281,H,295.9,306.5,1594,33.2,55,0,No Failure,Normal,5541.853216736491,10.600000000000025,1826.0,0
869,M15728,M,295.8,306.5,1514,37.7,60,0,No Failure,Normal,5977.173238768916,10.699999999999989,2262.0,2
870,L48049,L,295.8,306.5,1358,49.2,63,0,No Failure,Normal,6996.703830662901,10.699999999999989,3099.6000000000004,1
871,L48050,L,295.8,306.4,1325,56.2,65,0,No Failure,Normal,7797.956564985466,10.599999999999966,3653.0,1
872,L48051,L,295.8,306.4,1339,53.2,67,0,No Failure,Normal,7459.690811997941,10.599999999999966,3564.4,1
873,M15732,M,295.8,306.4,1335,51.7,69,0,No Failure,Normal,7227.705138481358,10.599999999999966,3567.3,2
874,L48053,L,295.9,306.4,1892,21.7,72,0,No Failure,Normal,4299.4161540948,10.5,1562.4,1
875,L48054,L,295.9,306.4,1575,28.5,74,0,No Failure,Normal,4700.608007933728,10.5,2109.0,1
876,M15735,M,295.8,306.3,1444,45.5,76,0,No Failure,Normal,6880.297350871886,10.5,3458.0,2
877,L48056,L,295.7,306.3,1915,22.4,79,0,No Failure,Normal,4492.058615612926,10.600000000000025,1769.6,1
878,M15737,M,295.6,306.2,1584,33.6,81,0,No Failure,Normal,5573.436694880581,10.599999999999966,2721.6,2
879,M15738,M,295.7,306.3,1685,34.9,84,0,No Failure,Normal,6158.202279444272,10.600000000000025,2931.6,2
880,L48059,L,295.8,306.3,1337,54.6,87,0,No Failure,Normal,7644.563067686187,10.5,4750.2,1
881,M15740,M,295.8,306.3,1235,76.2,89,1,Power Failure,Early Warning,9854.861995045823,10.5,6781.8,2
882,L48061,L,295.7,306.2,1464,46.2,92,0,No Failure,Normal,7082.9091330774045,10.5,4250.400000000001,1
883,M15742,M,295.7,306.2,1739,25.9,94,0,No Failure,Normal,4716.588242564988,10.5,2434.6,2
884,L48063,L,295.7,306.3,1490,34.3,97,0,No Failure,Normal,5351.912524900452,10.600000000000025,3327.1,1
885,L48064,L,295.8,306.4,1356,48.0,99,0,No Failure,Normal,6815.999421228414,10.599999999999966,4752.0,1
886,L48065,L,295.7,306.2,1397,52.0,101,0,No Failure,Normal,7607.261890912563,10.5,5252.0,1
887,L48066,L,295.7,306.2,1458,40.6,103,0,No Failure,Normal,6198.864960357237,10.5,4181.8,1
888,H30301,H,295.7,306.2,2161,16.5,105,0,No Failure,Normal,3733.939948424149,10.5,1732.5,0
889,M15748,M,295.6,306.1,1651,28.1,110,0,No Failure,Normal,4858.274071241888,10.5,3091.0,2
890,L48069,L,295.6,306.1,1389,46.2,113,0,No Failure,Normal,6720.055181587783,10.5,5220.6,1
891,L48070,L,295.6,306.0,1370,52.4,115,0,No Failure,Normal,7517.621780530136,10.399999999999975,6026.0,1
892,L48071,L,295.7,306.1,1408,47.9,117,0,No Failure,Normal,7062.6353884862365,10.400000000000034,5604.3,1
893,L48072,L,295.7,306.1,1343,54.4,119,0,No Failure,Normal,7650.741533238247,10.400000000000034,6473.599999999999,1
894,M15753,M,295.7,306.2,1423,42.5,121,0,No Failure,Normal,6333.188990249224,10.5,5142.5,2
895,L48074,L,295.6,306.2,1426,48.6,124,0,No Failure,Normal,7257.456020910854,10.599999999999966,6026.400000000001,1
896,M15755,M,295.6,306.2,1435,51.6,126,0,No Failure,Normal,7754.078987590328,10.599999999999966,6501.6,2
897,L48076,L,295.5,306.1,1573,35.1,129,0,No Failure,Normal,5781.818535593192,10.600000000000025,4527.900000000001,1
898,L48077,L,295.6,306.2,1612,31.2,131,0,No Failure,Normal,5266.817251890216,10.599999999999966,4087.2,1
899,L48078,L,295.6,306.2,1446,49.9,133,0,No Failure,Normal,7556.095818561099,10.599999999999966,6636.7,1
900,H30313,H,295.6,306.2,1329,55.3,135,0,No Failure,Normal,7696.242266837738,10.599999999999966,7465.5,0
901,L48080,L,295.6,306.2,1569,35.1,140,0,No Failure,Normal,5767.115881974391,10.599999999999966,4914.0,1
902,H30315,H,295.6,306.1,1256,62.3,142,0,No Failure,Normal,8194.195174407232,10.5,8846.6,0
903,L48082,L,295.6,306.1,1383,48.7,147,0,No Failure,Normal,7053.095418794838,10.5,7158.900000000001,1
904,L48083,L,295.7,306.2,2270,14.6,149,1,Power Failure,Early Warning,3470.622124175764,10.5,2175.4,1
905,H30318,H,295.7,306.2,1458,49.8,151,0,No Failure,Normal,7603.533867630304,10.5,7519.799999999999,0
906,L48085,L,295.6,306.1,1474,41.2,156,0,No Failure,Normal,6359.505064710796,10.5,6427.200000000001,1
907,M15766,M,295.6,306.1,1462,49.2,158,0,No Failure,Normal,7532.533873659176,10.5,7773.6,2
908,M15767,M,295.6,306.1,1669,29.0,161,0,No Failure,Normal,5068.540867546652,10.5,4669.0,2
909,M15768,M,295.5,306.1,1822,24.3,164,0,No Failure,Normal,4636.425270020889,10.600000000000025,3985.2,2
910,L48089,L,295.5,306.0,1456,39.2,167,0,No Failure,Normal,5976.900967405605,10.5,6546.400000000001,1
911,L48090,L,295.5,306.0,1546,35.9,169,0,No Failure,Normal,5812.093016798284,10.5,6067.099999999999,1
912,M15771,M,295.6,306.1,1490,42.7,171,0,No Failure,Normal,6662.5849799781145,10.5,7301.700000000001,2
913,L48092,L,295.6,306.0,1569,40.4,174,0,No Failure,Normal,6637.933949622946,10.399999999999975,7029.599999999999,1
914,L48093,L,295.5,306.0,1621,29.5,176,0,No Failure,Normal,5007.64632994457,10.5,5192.0,1
915,M15774,M,295.4,305.9,1518,40.6,178,0,No Failure,Normal,6453.962283828729,10.5,7226.8,2
916,M15775,M,295.4,305.8,1526,38.2,181,0,No Failure,Normal,6104.449629141352,10.400000000000034,6914.200000000001,2
917,M15776,M,295.3,305.8,1589,36.2,184,0,No Failure,Normal,6023.668810042046,10.5,6660.8,2
918,L48097,L,295.3,305.7,1475,51.0,187,0,No Failure,Normal,7877.543578876405,10.399999999999975,9537.0,1
919,M15778,M,295.3,305.7,1473,38.5,189,0,No Failure,Normal,5938.709672713466,10.399999999999975,7276.5,2
920,L48099,L,295.4,305.8,1407,50.7,192,0,No Failure,Normal,7470.173259485419,10.400000000000034,9734.4,1
921,M15780,M,295.5,305.9,1518,44.1,194,0,No Failure,Normal,7010.338342779481,10.399999999999975,8555.4,2
922,H30335,H,295.5,305.9,1593,37.2,197,0,No Failure,Normal,6205.65080048899,10.399999999999975,7328.400000000001,0
923,M15782,M,295.5,305.9,1380,52.4,202,0,No Failure,Normal,7572.494932212838,10.399999999999975,10584.8,2
924,M15783,M,295.5,306.0,1423,45.3,205,0,No Failure,Normal,6750.434382547996,10.5,9286.5,2
925,L48104,L,295.5,306.0,1800,27.6,208,0,No Failure,Normal,5202.477434344697,10.5,5740.8,1
926,H30339,H,295.6,306.1,1623,30.9,210,0,No Failure,Normal,5251.769023079521,10.5,6489.0,0
927,L48106,L,295.6,306.1,1372,55.6,215,1,Overstrain Failure,Critical,7988.358023744031,10.5,11954.0,1
928,H30341,H,295.6,306.0,1396,52.4,0,0,No Failure,Normal,7660.291974905161,10.399999999999975,0.0,0
929,L48108,L,295.6,306.0,1949,21.9,5,0,No Failure,Normal,4469.76377974795,10.399999999999975,109.5,1
930,L48109,L,295.6,306.0,1419,51.1,7,0,No Failure,Normal,7593.323691506139,10.399999999999975,357.7,1
931,M15790,M,295.5,305.9,1453,47.3,9,0,No Failure,Normal,7197.064138133344,10.399999999999975,425.7,2
932,L48111,L,295.5,305.9,1542,36.2,12,0,No Failure,Normal,5845.498618681458,10.399999999999975,434.4,1
933,L48112,L,295.6,306.0,1363,50.0,14,0,No Failure,Normal,7136.651311404814,10.399999999999975,700.0,1
934,L48113,L,295.5,306.0,1597,37.2,16,0,No Failure,Normal,6221.233100050797,10.5,595.2,1
935,M15794,M,295.5,306.0,1326,50.8,18,0,No Failure,Normal,7054.006480664377,10.5,914.4,2
936,M15795,M,295.5,306.0,1641,36.6,21,0,No Failure,Normal,6289.531324339839,10.5,768.6,2
937,M15796,M,295.6,306.1,1418,46.2,24,0,No Failure,Normal,6860.358709497104,10.5,1108.8000000000002,2
938,L48117,L,295.6,306.2,1263,61.8,27,0,No Failure,Normal,8173.732934256852,10.599999999999966,1668.6,1
939,L48118,L,295.6,306.2,1823,25.8,29,0,No Failure,Normal,4925.326130445007,10.599999999999966,748.2,1
940,L48119,L,295.5,306.1,1488,40.7,31,0,No Failure,Normal,6341.995921654787,10.600000000000025,1261.7,1
941,L48120,L,295.6,306.2,1443,48.9,33,0,No Failure,Normal,7389.308664582017,10.599999999999966,1613.7,1
942,L48121,L,295.6,306.2,1650,28.2,35,0,No Failure,Normal,4872.610205717769,10.599999999999966,987.0,1
943,M15802,M,295.7,306.3,1462,44.3,37,0,No Failure,Normal,6782.342491932956,10.600000000000025,1639.1,2
944,M15803,M,295.6,306.2,1477,45.0,40,0,No Failure,Normal,6960.198524028186,10.599999999999966,1800.0,2
945,M15804,M,295.7,306.3,1712,28.5,43,0,No Failure,Normal,5109.48629179844,10.600000000000025,1225.5,2
946,M15805,M,295.7,306.3,1347,50.4,46,0,No Failure,Normal,7109.298511367559,10.600000000000025,2318.4,2
947,L48126,L,295.6,306.2,1287,54.8,49,0,No Failure,Normal,7385.633001177316,10.599999999999966,2685.2,1
948,L48127,L,295.6,306.2,1428,44.5,51,0,No Failure,Normal,6654.5215588339,10.599999999999966,2269.5,1
949,M15808,M,295.6,306.3,1426,45.5,53,0,No Failure,Normal,6794.531871428885,10.699999999999989,2411.5,2
950,L48129,L,295.6,306.3,1636,32.7,56,0,No Failure,Normal,5602.213683587464,10.699999999999989,1831.2000000000005,1
951,L48130,L,295.6,306.2,1424,42.5,58,0,No Failure,Normal,6337.63957984181,10.599999999999966,2465.0,1
952,H30365,H,295.6,306.3,1509,35.8,60,0,No Failure,Normal,5657.191555025284,10.699999999999989,2148.0,0
953,L48132,L,295.5,306.2,1448,48.9,65,0,No Failure,Normal,7414.912644708774,10.699999999999989,3178.5,1
954,L48133,L,295.5,306.1,1650,32.8,67,0,No Failure,Normal,5667.433147075987,10.600000000000025,2197.6,1
955,H30368,H,295.6,306.2,1414,42.5,69,0,No Failure,Normal,6293.133683915953,10.599999999999966,2932.5,0
956,L48135,L,295.6,306.3,1911,20.9,74,0,No Failure,Normal,4182.496547503699,10.699999999999989,1546.6,1
957,H30370,H,295.6,306.2,1632,32.2,76,0,No Failure,Normal,5503.065019440169,10.599999999999966,2447.2000000000003,0
958,M15817,M,295.7,306.4,1387,40.1,81,0,No Failure,Normal,5824.376644073821,10.699999999999989,3248.1,2
959,L48138,L,295.8,306.4,1399,47.6,84,0,No Failure,Normal,6973.539820830431,10.599999999999966,3998.4,1
960,L48139,L,295.8,306.5,1505,35.2,86,0,No Failure,Normal,5547.633747219096,10.699999999999989,3027.2000000000003,1
961,L48140,L,295.8,306.5,1534,37.9,88,0,No Failure,Normal,6088.259954999852,10.699999999999989,3335.2,1
962,L48141,L,295.8,306.5,1493,40.5,90,0,No Failure,Normal,6332.037072942909,10.699999999999989,3645.0,1
963,M15822,M,295.8,306.6,1480,43.2,92,0,No Failure,Normal,6695.362263330567,10.800000000000011,3974.4,2
964,L48143,L,295.8,306.6,1621,31.6,95,0,No Failure,Normal,5364.122848347405,10.800000000000011,3002.0,1
965,L48144,L,295.7,306.5,1737,26.2,97,0,No Failure,Normal,4765.733223642645,10.800000000000011,2541.4,1
966,L48145,L,295.8,306.6,1508,46.5,99,0,No Failure,Normal,7343.158668500782,10.800000000000011,4603.5,1
967,M15826,M,295.8,306.5,1641,32.2,101,0,No Failure,Normal,5533.412804473847,10.699999999999989,3252.2000000000003,2
968,M15827,M,295.9,306.6,1532,38.6,104,0,No Failure,Normal,6192.623662952104,10.700000000000044,4014.4,2
